Obs,TOT_QTY,PRICE,Ln_Tot_Qty,Ln_Price,YEAR,MONTH,STATE,CHANNEL,PRODUCTS
3920,1657,792,7.412764017,6.674561392,year2010,month4,TAMIL_NADU,DOM_AEH,AUROFLEX_EV
3921,2530,64,7.835974582,4.158883083,year2010,month4,RAJASTHAN,DOM_LARGE_NPO,REVISION
3922,61,272,4.110873864,5.605802066,year2010,month4,RAJASTHAN,DOM_DEALER,YELLOW_LENS
3923,164,149,5.099866428,5.003946306,year2010,month4,RAJASTHAN,DOM_DEALER,TRUEDGE
3924,536,124,6.284134161,4.820281566,year2010,month4,RAJASTHAN,DOM_DEALER,SINGLE_PIECE
3925,21,842,3.044522438,6.735780014,year2010,month4,RAJASTHAN,DOM_DEALER,MICROFOLD
3926,659,594,6.490723535,6.386879319,year2010,month4,RAJASTHAN,DOM_DEALER,AUROFLEX_FOLD
3927,51,990,3.931825633,6.897704943,year2010,month4,RAJASTHAN,DOM_DEALER,AUROFLEX_EV
3928,346,89,5.846438775,4.48863637,year2010,month4,PUNJAB,DOM_LARGE_NPO,REVISION
3929,509,124,6.232448017,4.820281566,year2010,month4,PUNJAB,DOM_DEALER,SINGLE_PIECE
3930,69,1485,4.234106505,7.303170051,year2010,month4,PUNJAB,DOM_DEALER,AUROVUE
3931,186,594,5.225746674,6.386879319,year2010,month4,PUNJAB,DOM_DEALER,AUROFLEX_FOLD
3932,193,990,5.262690189,6.897704943,year2010,month4,PUNJAB,DOM_DEALER,AUROFLEX_EV
3933,40,149,3.688879454,5.003946306,year2010,month4,PONDICHERRY,DOM_AEH,TRUEDGE
3934,50,223,3.912023005,5.407171771,year2010,month4,PONDICHERRY,DOM_AEH,CTR
3935,351,89,5.860786223,4.48863637,year2010,month4,PONDICHERRY,DOM_AEH,THREE_PIECE
3936,908,89,6.811244379,4.48863637,year2010,month4,PONDICHERRY,DOM_AEH,SINGLE_PIECE
3937,11,594,2.397895273,6.386879319,year2010,month4,PONDICHERRY,DOM_AEH,AUROFLEX_FOLD
3938,346,792,5.846438775,6.674561392,year2010,month4,PONDICHERRY,DOM_AEH,AUROFLEX_EV
3939,1,272,0,5.605802066,year2010,month4,ORISSA,DOM_DEALER,YELLOW_LENS
3940,5,149,1.609437912,5.003946306,year2010,month4,ORISSA,DOM_DEALER,TRUEDGE
3941,11,248,2.397895273,5.513428746,year2010,month4,ORISSA,DOM_DEALER,CTR
3942,427,124,6.056784013,4.820281566,year2010,month4,ORISSA,DOM_DEALER,SINGLE_PIECE
3943,150,69,5.010635294,4.234106505,year2010,month4,ORISSA,DOM_DEALER,REVISION
3944,17,1485,2.833213344,7.303170051,year2010,month4,ORISSA,DOM_DEALER,AUROVUE
3945,77,594,4.343805422,6.386879319,year2010,month4,ORISSA,DOM_DEALER,AUROFLEX_FOLD
3946,7,990,1.945910149,6.897704943,year2010,month4,ORISSA,DOM_DEALER,AUROFLEX_EV
3947,330,109,5.799092654,4.691347882,year2010,month4,MAHARASHTRA,DOM_LARGE_NPO,SINGLE_PIECE
3948,212,272,5.356586275,5.605802066,year2010,month4,MAHARASHTRA,DOM_DEALER,YELLOW_LENS
3949,1199,149,7.089243155,5.003946306,year2010,month4,MAHARASHTRA,DOM_DEALER,TRUEDGE
3950,1,990,0,6.897704943,year2010,month4,MAHARASHTRA,DOM_DEALER,EYE_BALL
3951,145,248,4.976733742,5.513428746,year2010,month4,MAHARASHTRA,DOM_DEALER,CTR
3952,55,99,4.007333185,4.59511985,year2010,month4,MAHARASHTRA,DOM_DEALER,THREE_PIECE
3953,5279,123.9,8.571491965,4.819474789,year2010,month4,MAHARASHTRA,DOM_DEALER,SINGLE_PIECE
3954,806,69.1,6.692083743,4.235554731,year2010,month4,MAHARASHTRA,DOM_DEALER,REVISION
3955,8,391,2.079441542,5.96870756,year2010,month4,MAHARASHTRA,DOM_DEALER,NEGATIVE_POWER
3956,4,1485,1.386294361,7.303170051,year2010,month4,MAHARASHTRA,DOM_DEALER,AUROVUE
3957,1236,594,7.119635638,6.386879319,year2010,month4,MAHARASHTRA,DOM_DEALER,AUROFLEX_FOLD
3958,233,990,5.451038454,6.897704943,year2010,month4,MAHARASHTRA,DOM_DEALER,AUROFLEX_EV
3959,770,69,6.646390515,4.234106505,year2010,month4,MADHYA_PRADESH,DOM_LARGE_NPO,REVISION
3960,80,139,4.382026635,4.934473933,year2010,month4,MADHYA_PRADESH,DOM_LARGE_GOVT,SINGLE_PIECE
3961,2,272,0.693147181,5.605802066,year2010,month4,MADHYA_PRADESH,DOM_DEALER,YELLOW_LENS
3962,83,149,4.418840608,5.003946306,year2010,month4,MADHYA_PRADESH,DOM_DEALER,TRUEDGE
3963,5,248,1.609437912,5.513428746,year2010,month4,MADHYA_PRADESH,DOM_DEALER,CTR
3964,170,124,5.135798437,4.820281566,year2010,month4,MADHYA_PRADESH,DOM_DEALER,SINGLE_PIECE
3965,2,391,0.693147181,5.96870756,year2010,month4,MADHYA_PRADESH,DOM_DEALER,NEGATIVE_POWER
3966,13,1485,2.564949357,7.303170051,year2010,month4,MADHYA_PRADESH,DOM_DEALER,AUROVUE
3967,231,594,5.442417711,6.386879319,year2010,month4,MADHYA_PRADESH,DOM_DEALER,AUROFLEX_FOLD
3968,10,347,2.302585093,5.84932478,year2010,month4,KERALA,DOM_PVT_PRAC,CTR
3969,25,129,3.218875825,4.859812404,year2010,month4,KERALA,DOM_PVT_PRAC,SINGLE_PIECE
3970,42,842,3.737669618,6.735780014,year2010,month4,KERALA,DOM_PVT_PRAC,AUROFLEX_FOLD
3971,3,99,1.098612289,4.59511985,year2010,month4,KERALA,DOM_PVT_INS,THREE_PIECE
3972,18,151.4,2.890371758,5.019925341,year2010,month4,KERALA,DOM_PVT_INS,SINGLE_PIECE
3973,215,545,5.370638028,6.300785795,year2010,month4,KERALA,DOM_PVT_INS,AUROFLEX_FOLD
3974,25,89,3.218875825,4.48863637,year2010,month4,KERALA,DOM_NGO,REVISION
3975,733,198,6.597145702,5.288267031,year2010,month4,KERALA,DOM_LARGE_NPO,TRUEDGE
3976,10,248,2.302585093,5.513428746,year2010,month4,KERALA,DOM_LARGE_NPO,CTR
3977,876,121.4,6.775366091,4.799090879,year2010,month4,KERALA,DOM_LARGE_NPO,SINGLE_PIECE
3978,260,74,5.560681631,4.304065093,year2010,month4,KERALA,DOM_LARGE_NPO,REVISION
3979,57,149,4.043051268,5.003946306,year2010,month4,KERALA,DOM_DEALER,TRUEDGE
3980,21,99,3.044522438,4.59511985,year2010,month4,KERALA,DOM_DEALER,THREE_PIECE
3981,232,124,5.446737372,4.820281566,year2010,month4,KERALA,DOM_DEALER,SINGLE_PIECE
3982,199,64,5.293304825,4.158883083,year2010,month4,KERALA,DOM_DEALER,REVISION
3983,44,1485,3.784189634,7.303170051,year2010,month4,KERALA,DOM_DEALER,AUROVUE
3984,113,594,4.727387819,6.386879319,year2010,month4,KERALA,DOM_DEALER,AUROFLEX_FOLD
3985,22,990,3.091042453,6.897704943,year2010,month4,KERALA,DOM_DEALER,AUROFLEX_EV
3986,9,153.3,2.197224577,5.032396786,year2010,month4,KARNATAKA,DOM_PVT_INS,SINGLE_PIECE
3987,5,446,1.609437912,6.100318952,year2010,month4,KARNATAKA,DOM_PVT_INS,NEGATIVE_POWER
3988,1,545,0,6.300785795,year2010,month4,KARNATAKA,DOM_PVT_INS,AUROFLEX_FOLD
3989,135,74,4.905274778,4.304065093,year2010,month4,KARNATAKA,DOM_NGO,REVISION
3990,1715,54,7.44716836,3.988984047,year2010,month4,KARNATAKA,DOM_DONOR_CBM,REVISION
3991,33,272,3.496507561,5.605802066,year2010,month4,KARNATAKA,DOM_DEALER,YELLOW_LENS
3992,366,149,5.902633333,5.003946306,year2010,month4,KARNATAKA,DOM_DEALER,TRUEDGE
3993,60,248,4.094344562,5.513428746,year2010,month4,KARNATAKA,DOM_DEALER,CTR
3994,2,347,0.693147181,5.84932478,year2010,month4,KARNATAKA,DOM_DEALER,CIONNI_RING
3995,426,99,6.054439346,4.59511985,year2010,month4,KARNATAKA,DOM_DEALER,THREE_PIECE
3996,1823,124,7.508238775,4.820281566,year2010,month4,KARNATAKA,DOM_DEALER,SINGLE_PIECE
3997,88,69,4.477336814,4.234106505,year2010,month4,KARNATAKA,DOM_DEALER,REVISION
3998,5,391,1.609437912,5.96870756,year2010,month4,KARNATAKA,DOM_DEALER,NEGATIVE_POWER
3999,86,1485,4.454347296,7.303170051,year2010,month4,KARNATAKA,DOM_DEALER,AUROVUE
4000,1151,594,7.048386409,6.386879319,year2010,month4,KARNATAKA,DOM_DEALER,AUROFLEX_FOLD
4001,3,990,1.098612289,6.897704943,year2010,month4,KARNATAKA,DOM_DEALER,AUROFLEX_EV
4002,204,168,5.318119994,5.123963979,year2010,month4,JHARKHAND,DOM_NGO,SINGLE_PIECE
4003,150,144,5.010635294,4.9698133,year2010,month4,JHARKHAND,DOM_LARGE_NPO,SINGLE_PIECE
4004,115,272,4.744932128,5.605802066,year2010,month4,HARYANA,DOM_DEALER,YELLOW_LENS
4005,92,149,4.521788577,5.003946306,year2010,month4,HARYANA,DOM_DEALER,TRUEDGE
4006,30,248,3.401197382,5.513428746,year2010,month4,HARYANA,DOM_DEALER,CTR
4007,865,124,6.762729507,4.820281566,year2010,month4,HARYANA,DOM_DEALER,SINGLE_PIECE
4008,2920,69,7.979338895,4.234106505,year2010,month4,HARYANA,DOM_DEALER,REVISION
4009,175,594,5.164785974,6.386879319,year2010,month4,HARYANA,DOM_DEALER,AUROFLEX_FOLD
4010,17,149,2.833213344,5.003946306,year2010,month4,GUJARAT,DOM_MGD_HOSP,TRUEDGE
4011,2,89,0.693147181,4.48863637,year2010,month4,GUJARAT,DOM_MGD_HOSP,THREE_PIECE
4012,116,89,4.753590191,4.48863637,year2010,month4,GUJARAT,DOM_MGD_HOSP,SINGLE_PIECE
4013,38,594,3.63758616,6.386879319,year2010,month4,GUJARAT,DOM_MGD_HOSP,AUROFLEX_FOLD
4014,14,792,2.63905733,6.674561392,year2010,month4,GUJARAT,DOM_MGD_HOSP,AUROFLEX_EV
4015,36,272,3.583518938,5.605802066,year2010,month4,GUJARAT,DOM_DEALER,YELLOW_LENS
4016,388,149,5.96100534,5.003946306,year2010,month4,GUJARAT,DOM_DEALER,TRUEDGE
4017,707,124,6.561030666,4.820281566,year2010,month4,GUJARAT,DOM_DEALER,SINGLE_PIECE
4018,2837,72.6,7.950502435,4.284964922,year2010,month4,GUJARAT,DOM_DEALER,REVISION
4019,10,391,2.302585093,5.96870756,year2010,month4,GUJARAT,DOM_DEALER,NEGATIVE_POWER
4020,218,594,5.384495063,6.386879319,year2010,month4,GUJARAT,DOM_DEALER,AUROFLEX_FOLD
4021,123,990,4.812184355,6.897704943,year2010,month4,GUJARAT,DOM_DEALER,AUROFLEX_EV
4022,138,149,4.927253685,5.003946306,year2010,month4,DELHI,DOM_DEALER,TRUEDGE
4023,5,347,1.609437912,5.84932478,year2010,month4,DELHI,DOM_DEALER,IRIS_REACTOR
4024,20,248,2.995732274,5.513428746,year2010,month4,DELHI,DOM_DEALER,CTR
4025,401,124,5.993961427,4.820281566,year2010,month4,DELHI,DOM_DEALER,SINGLE_PIECE
4026,10,391,2.302585093,5.96870756,year2010,month4,DELHI,DOM_DEALER,NEGATIVE_POWER
4027,37,842,3.610917913,6.735780014,year2010,month4,DELHI,DOM_DEALER,MICROFOLD
4028,2,1485,0.693147181,7.303170051,year2010,month4,DELHI,DOM_DEALER,AUROVUE
4029,544,594,6.298949247,6.386879319,year2010,month4,DELHI,DOM_DEALER,AUROFLEX_FOLD
4030,62,990,4.127134385,6.897704943,year2010,month4,DELHI,DOM_DEALER,AUROFLEX_EV
4031,1,470,0,6.152732695,year2010,month4,CHATTISGARH,DOM_NGO,NEGATIVE_POWER
4032,100,79,4.605170186,4.369447852,year2010,month4,CHATTISGARH,DOM_DEALER,REVISION
4033,17,149,2.833213344,5.003946306,year2010,month4,CHANDIGARH,DOM_DEALER,TRUEDGE
4034,25,248,3.218875825,5.513428746,year2010,month4,CHANDIGARH,DOM_DEALER,CTR
4035,193,124,5.262690189,4.820281566,year2010,month4,CHANDIGARH,DOM_DEALER,SINGLE_PIECE
4036,97,74,4.574710979,4.304065093,year2010,month4,CHANDIGARH,DOM_DEALER,REVISION
4037,13,1485,2.564949357,7.303170051,year2010,month4,CHANDIGARH,DOM_DEALER,AUROVUE
4038,212,594,5.356586275,6.386879319,year2010,month4,CHANDIGARH,DOM_DEALER,AUROFLEX_FOLD
4039,82,990,4.406719247,6.897704943,year2010,month4,CHANDIGARH,DOM_DEALER,AUROFLEX_EV
4040,10,347,2.302585093,5.84932478,year2010,month4,BIHAR,DOM_LARGE_NPO,YELLOW_LENS
4041,160,215.1,5.075173815,5.371103036,year2010,month4,BIHAR,DOM_LARGE_NPO,TRUEDGE
4042,20,124,2.995732274,4.820281566,year2010,month4,BIHAR,DOM_LARGE_NPO,SINGLE_PIECE
4043,31,79,3.433987204,4.369447852,year2010,month4,BIHAR,DOM_LARGE_NPO,REVISION
4044,65,69,4.17438727,4.234106505,year2010,month4,BIHAR,DOM_EXP_HOSPITAL,SINGLE_PIECE
4045,70,223,4.248495242,5.407171771,year2010,month4,ASSAM,DOM_NGO,TRUEDGE
4046,16,129,2.772588722,4.859812404,year2010,month4,ASSAM,DOM_LARGE_NPO,THREE_PIECE
4047,165,168,5.105945474,5.123963979,year2010,month4,ASSAM,DOM_LARGE_NPO,SINGLE_PIECE
4048,98,149,4.584967479,5.003946306,year2010,month4,ASSAM,DOM_DEALER,TRUEDGE
4049,381,124,5.942799375,4.820281566,year2010,month4,ASSAM,DOM_DEALER,SINGLE_PIECE
4050,550,69,6.309918278,4.234106505,year2010,month4,ASSAM,DOM_DEALER,REVISION
4051,15,594,2.708050201,6.386879319,year2010,month4,ASSAM,DOM_DEALER,AUROFLEX_FOLD
4052,10,396,2.302585093,5.981414211,year2010,month4,ANDHRA_PRADESH,DOM_PVT_INS,CTR
4053,57,545,4.043051268,6.300785795,year2010,month4,ANDHRA_PRADESH,DOM_PVT_INS,AUROFLEX_FOLD
4054,159,272,5.068904202,5.605802066,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,YELLOW_LENS
4055,447,149,6.102558595,5.003946306,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,TRUEDGE
4056,25,248,3.218875825,5.513428746,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,CTR
4057,1983,124,7.592366129,4.820281566,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,SINGLE_PIECE
4058,785,69,6.665683718,4.234106505,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,REVISION
4059,2,391,0.693147181,5.96870756,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,NEGATIVE_POWER
4060,82,1485,4.406719247,7.303170051,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,AUROVUE
4061,139,594,4.934473933,6.386879319,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,AUROFLEX_FOLD
4062,83,990,4.418840608,6.897704943,year2010,month4,ANDHRA_PRADESH,DOM_DEALER,AUROFLEX_EV
4063,30,842,3.401197382,6.735780014,year2010,month3,WEST_BENGAL,DOM_PVT_PRAC,AUROFLEX_FOLD
4064,3,842,1.098612289,6.735780014,year2010,month3,WEST_BENGAL,DOM_LARGE_NPO,AUROFLEX_FOLD
4065,429,149,6.061456919,5.003946306,year2010,month3,WEST_BENGAL,DOM_DEALER,TRUEDGE
4066,15,248,2.708050201,5.513428746,year2010,month3,WEST_BENGAL,DOM_DEALER,CTR
4067,85,99,4.442651256,4.59511985,year2010,month3,WEST_BENGAL,DOM_DEALER,THREE_PIECE
4068,754,124,6.625392368,4.820281566,year2010,month3,WEST_BENGAL,DOM_DEALER,SINGLE_PIECE
4069,1785,89,7.487173694,4.48863637,year2010,month3,WEST_BENGAL,DOM_DEALER,REVISION
4070,2,391,0.693147181,5.96870756,year2010,month3,WEST_BENGAL,DOM_DEALER,NEGATIVE_POWER
4071,627,545,6.440946541,6.300785795,year2010,month3,WEST_BENGAL,DOM_DEALER,AUROFLEX_FOLD
4072,30,84,3.401197382,4.430816799,year2010,month3,UTTARANCHAL,DOM_LARGE_NPO,SINGLE_PIECE
4073,1310,84,7.177782416,4.430816799,year2010,month3,UTTARANCHAL,DOM_LARGE_NPO,REVISION
4074,69,1485,4.234106505,7.303170051,year2010,month3,UTTARANCHAL,DOM_DEALER,AUROVUE
4075,185,545,5.220355825,6.300785795,year2010,month3,UTTARANCHAL,DOM_DEALER,AUROFLEX_FOLD
4076,75,1188,4.317488114,7.0800265,year2010,month3,UTTAR_PRADESH,DOM_PVT_PRAC,AUROFLEX_EV
4077,80,1176.5,4.382026635,7.070299208,year2010,month3,UTTAR_PRADESH,DOM_OTH,AUROFLEX_EV
4078,20,223,2.995732274,5.407171771,year2010,month3,UTTAR_PRADESH,DOM_MGD_HOSP,CTR
4079,1015,89,6.922643891,4.48863637,year2010,month3,UTTAR_PRADESH,DOM_MGD_HOSP,THREE_PIECE
4080,1120,89,7.021083964,4.48863637,year2010,month3,UTTAR_PRADESH,DOM_MGD_HOSP,SINGLE_PIECE
4081,11,287,2.397895273,5.659482216,year2010,month3,UTTAR_PRADESH,DOM_MGD_HOSP,NEGATIVE_POWER
4082,326,594,5.786897381,6.386879319,year2010,month3,UTTAR_PRADESH,DOM_MGD_HOSP,AUROFLEX_FOLD
4083,50,347,3.912023005,5.84932478,year2010,month3,UTTAR_PRADESH,DOM_LARGE_NPO,CTR
4084,382,116.9,5.945420609,4.761318868,year2010,month3,UTTAR_PRADESH,DOM_LARGE_NPO,SINGLE_PIECE
4085,640,109,6.461468176,4.691347882,year2010,month3,UTTAR_PRADESH,DOM_LARGE_NPO,REVISION
4086,27,470,3.295836866,6.152732695,year2010,month3,UTTAR_PRADESH,DOM_LARGE_NPO,NEGATIVE_POWER
4087,796,123,6.679599186,4.812184355,year2010,month3,UTTAR_PRADESH,DOM_GOVT_OTHERS,REVISION
4088,160,681,5.075173815,6.523562306,year2010,month3,UTTAR_PRADESH,DOM_GOVT_OTHERS,AUROFLEX_FOLD
4089,1458,149,7.284820913,5.003946306,year2010,month3,UTTAR_PRADESH,DOM_DEALER,TRUEDGE
4090,360,124,5.886104031,4.820281566,year2010,month3,UTTAR_PRADESH,DOM_DEALER,SINGLE_PIECE
4091,1552,89,7.347299701,4.48863637,year2010,month3,UTTAR_PRADESH,DOM_DEALER,REVISION
4092,127,1485,4.844187086,7.303170051,year2010,month3,UTTAR_PRADESH,DOM_DEALER,AUROVUE
4093,415,545,6.02827852,6.300785795,year2010,month3,UTTAR_PRADESH,DOM_DEALER,AUROFLEX_FOLD
4094,70,990,4.248495242,6.897704943,year2010,month3,UTTAR_PRADESH,DOM_DEALER,AUROFLEX_EV
4095,3,129,1.098612289,4.859812404,year2010,month3,TAMIL_NADU,DOM_PVT_PRAC,THREE_PIECE
4096,1,198,0,5.288267031,year2010,month3,TAMIL_NADU,DOM_PVT_INS,TRUEDGE
4097,1,5941,0,8.689632748,year2010,month3,TAMIL_NADU,DOM_PVT_INS,KPL
4098,2,396,0.693147181,5.981414211,year2010,month3,TAMIL_NADU,DOM_PVT_INS,CTR
4099,23,99,3.135494216,4.59511985,year2010,month3,TAMIL_NADU,DOM_PVT_INS,THREE_PIECE
4100,12,188,2.48490665,5.236441963,year2010,month3,TAMIL_NADU,DOM_PVT_INS,SINGLE_PIECE
4101,1,446,0,6.100318952,year2010,month3,TAMIL_NADU,DOM_PVT_INS,NEGATIVE_POWER
4102,1265,545,7.142827401,6.300785795,year2010,month3,TAMIL_NADU,DOM_PVT_INS,AUROFLEX_FOLD
4103,10,1287,2.302585093,7.160069208,year2010,month3,TAMIL_NADU,DOM_PVT_INS,AUROFLEX_EV
4104,2,356,0.693147181,5.874930731,year2010,month3,TAMIL_NADU,DOM_OTH,CTR
4105,44,139.3,3.784189634,4.936629881,year2010,month3,TAMIL_NADU,DOM_LARGE_NPO,SINGLE_PIECE
4106,430,93.6,6.063785209,4.539030383,year2010,month3,TAMIL_NADU,DOM_LARGE_NPO,REVISION
4107,9,755.2,2.197224577,6.626982615,year2010,month3,TAMIL_NADU,DOM_LARGE_NPO,AUROFLEX_FOLD
4108,18,1225,2.890371758,7.110696123,year2010,month3,TAMIL_NADU,DOM_LARGE_NPO,AUROFLEX_EV
4109,100,573,4.605170186,6.350885717,year2010,month3,TAMIL_NADU,DOM_EXP_HOSPITAL,OPTOLIGHT
4110,500,129,6.214608098,4.859812404,year2010,month3,TAMIL_NADU,DOM_EXP_HOSPITAL,THREE_PIECE
4111,111,272,4.709530201,5.605802066,year2010,month3,TAMIL_NADU,DOM_DEALER,YELLOW_LENS
4112,149,149,5.003946306,5.003946306,year2010,month3,TAMIL_NADU,DOM_DEALER,TRUEDGE
4113,16,248,2.772588722,5.513428746,year2010,month3,TAMIL_NADU,DOM_DEALER,CTR
4114,6,347,1.791759469,5.84932478,year2010,month3,TAMIL_NADU,DOM_DEALER,CIONNI_RING
4115,264,99,5.575949103,4.59511985,year2010,month3,TAMIL_NADU,DOM_DEALER,THREE_PIECE
4116,1363,124,7.217443432,4.820281566,year2010,month3,TAMIL_NADU,DOM_DEALER,SINGLE_PIECE
4117,324,89,5.780743516,4.48863637,year2010,month3,TAMIL_NADU,DOM_DEALER,REVISION
4118,8,1485,2.079441542,7.303170051,year2010,month3,TAMIL_NADU,DOM_DEALER,AUROVUE
4119,789,545,6.670766321,6.300785795,year2010,month3,TAMIL_NADU,DOM_DEALER,AUROFLEX_FOLD
4120,202,990,5.308267697,6.897704943,year2010,month3,TAMIL_NADU,DOM_DEALER,AUROFLEX_EV
4121,172,149,5.147494477,5.003946306,year2010,month3,TAMIL_NADU,DOM_AEH,TRUEDGE
4122,88,223,4.477336814,5.407171771,year2010,month3,TAMIL_NADU,DOM_AEH,CTR
4123,8318,89,9.02617712,4.48863637,year2010,month3,TAMIL_NADU,DOM_AEH,THREE_PIECE
4124,5461,89,8.605387202,4.48863637,year2010,month3,TAMIL_NADU,DOM_AEH,SINGLE_PIECE
4125,19,287,2.944438979,5.659482216,year2010,month3,TAMIL_NADU,DOM_AEH,NEGATIVE_POWER
4126,38,1386,3.63758616,7.23417718,year2010,month3,TAMIL_NADU,DOM_AEH,AUROVUE
4127,55,594,4.007333185,6.386879319,year2010,month3,TAMIL_NADU,DOM_AEH,AUROFLEX_FOLD
4128,2723,792,7.909489493,6.674561392,year2010,month3,TAMIL_NADU,DOM_AEH,AUROFLEX_EV
4129,168,149,5.123963979,5.003946306,year2010,month3,RAJASTHAN,DOM_DEALER,TRUEDGE
4130,123,124,4.812184355,4.820281566,year2010,month3,RAJASTHAN,DOM_DEALER,SINGLE_PIECE
4131,358,545,5.880532986,6.300785795,year2010,month3,RAJASTHAN,DOM_DEALER,AUROFLEX_FOLD
4132,4,990,1.386294361,6.897704943,year2010,month3,RAJASTHAN,DOM_DEALER,AUROFLEX_EV
4133,250,956,5.521460918,6.862757913,year2010,month3,PUNJAB,DOM_OTH,AUROFLEX_EV
4134,85,89,4.442651256,4.48863637,year2010,month3,PUNJAB,DOM_LARGE_NPO,REVISION
4135,152,272,5.023880521,5.605802066,year2010,month3,PUNJAB,DOM_DEALER,YELLOW_LENS
4136,312,149,5.743003188,5.003946306,year2010,month3,PUNJAB,DOM_DEALER,TRUEDGE
4137,739,124,6.605297921,4.820281566,year2010,month3,PUNJAB,DOM_DEALER,SINGLE_PIECE
4138,800,89,6.684611728,4.48863637,year2010,month3,PUNJAB,DOM_DEALER,REVISION
4139,44,1485,3.784189634,7.303170051,year2010,month3,PUNJAB,DOM_DEALER,AUROVUE
4140,233,545,5.451038454,6.300785795,year2010,month3,PUNJAB,DOM_DEALER,AUROFLEX_FOLD
4141,200,990,5.298317367,6.897704943,year2010,month3,PUNJAB,DOM_DEALER,AUROFLEX_EV
4142,12,545,2.48490665,6.300785795,year2010,month3,PONDICHERRY,DOM_PVT_INS,AUROFLEX_FOLD
4143,76,149,4.33073334,5.003946306,year2010,month3,PONDICHERRY,DOM_AEH,TRUEDGE
4144,40,223,3.688879454,5.407171771,year2010,month3,PONDICHERRY,DOM_AEH,CTR
4145,865,89,6.762729507,4.48863637,year2010,month3,PONDICHERRY,DOM_AEH,THREE_PIECE
4146,1538,89,7.33823815,4.48863637,year2010,month3,PONDICHERRY,DOM_AEH,SINGLE_PIECE
4147,39,594,3.663561646,6.386879319,year2010,month3,PONDICHERRY,DOM_AEH,AUROFLEX_FOLD
4148,539,792,6.289715571,6.674561392,year2010,month3,PONDICHERRY,DOM_AEH,AUROFLEX_EV
4149,22,147,3.091042453,4.990432587,year2010,month3,ORISSA,DOM_LARGE_NPO,TRUEDGE
4150,612,93,6.416732283,4.532599493,year2010,month3,ORISSA,DOM_LARGE_NPO,SINGLE_PIECE
4151,239,93,5.476463552,4.532599493,year2010,month3,ORISSA,DOM_LARGE_NPO,REVISION
4152,32,272,3.465735903,5.605802066,year2010,month3,ORISSA,DOM_DEALER,YELLOW_LENS
4153,66,149,4.189654742,5.003946306,year2010,month3,ORISSA,DOM_DEALER,TRUEDGE
4154,90,124,4.49980967,4.820281566,year2010,month3,ORISSA,DOM_DEALER,SINGLE_PIECE
4155,1,391,0,5.96870756,year2010,month3,ORISSA,DOM_DEALER,NEGATIVE_POWER
4156,21,545,3.044522438,6.300785795,year2010,month3,ORISSA,DOM_DEALER,AUROFLEX_FOLD
4157,13,990,2.564949357,6.897704943,year2010,month3,ORISSA,DOM_DEALER,AUROFLEX_EV
4158,260,109,5.560681631,4.691347882,year2010,month3,MAHARASHTRA,DOM_LARGE_NPO,SINGLE_PIECE
4159,317,272,5.758901774,5.605802066,year2010,month3,MAHARASHTRA,DOM_DEALER,YELLOW_LENS
4160,1108,149,7.010311867,5.003946306,year2010,month3,MAHARASHTRA,DOM_DEALER,TRUEDGE
4161,150,248,5.010635294,5.513428746,year2010,month3,MAHARASHTRA,DOM_DEALER,CTR
4162,60,99,4.094344562,4.59511985,year2010,month3,MAHARASHTRA,DOM_DEALER,THREE_PIECE
4163,4516,124,8.415381925,4.820281566,year2010,month3,MAHARASHTRA,DOM_DEALER,SINGLE_PIECE
4164,267,89,5.587248658,4.48863637,year2010,month3,MAHARASHTRA,DOM_DEALER,REVISION
4165,18,391,2.890371758,5.96870756,year2010,month3,MAHARASHTRA,DOM_DEALER,NEGATIVE_POWER
4166,202,1485,5.308267697,7.303170051,year2010,month3,MAHARASHTRA,DOM_DEALER,AUROVUE
4167,3417,545,8.136518252,6.300785795,year2010,month3,MAHARASHTRA,DOM_DEALER,AUROFLEX_FOLD
4168,173,990,5.153291594,6.897704943,year2010,month3,MAHARASHTRA,DOM_DEALER,AUROFLEX_EV
4169,360,109,5.886104031,4.691347882,year2010,month3,MADHYA_PRADESH,DOM_LARGE_NPO,REVISION
4170,70,149,4.248495242,5.003946306,year2010,month3,MADHYA_PRADESH,DOM_DEALER,TRUEDGE
4171,10,248,2.302585093,5.513428746,year2010,month3,MADHYA_PRADESH,DOM_DEALER,CTR
4172,94,124,4.543294782,4.820281566,year2010,month3,MADHYA_PRADESH,DOM_DEALER,SINGLE_PIECE
4173,1,391,0,5.96870756,year2010,month3,MADHYA_PRADESH,DOM_DEALER,NEGATIVE_POWER
4174,184,545,5.214935758,6.300785795,year2010,month3,MADHYA_PRADESH,DOM_DEALER,AUROFLEX_FOLD
4175,86,842,4.454347296,6.735780014,year2010,month3,KERALA,DOM_PVT_PRAC,AUROFLEX_FOLD
4176,19,198,2.944438979,5.288267031,year2010,month3,KERALA,DOM_PVT_INS,TRUEDGE
4177,3,272,1.098612289,5.605802066,year2010,month3,KERALA,DOM_PVT_INS,CTR
