Obs,TOT_QTY,PRICE,Ln_Tot_Qty,Ln_Price,YEAR,MONTH,STATE,CHANNEL,PRODUCTS
1,131,89,4.875197323,4.48863637,year2009,month12,WEST_BENGAL,DOM_MGD_HOSP,THREE_PIECE
2,1028,89,6.935370446,4.48863637,year2009,month12,WEST_BENGAL,DOM_MGD_HOSP,SINGLE_PIECE
3,90,842,4.49980967,6.735780014,year2009,month12,WEST_BENGAL,DOM_LARGE_NPO,AUROFLEX_FOLD
4,10,149,2.302585093,5.003946306,year2009,month12,WEST_BENGAL,DOM_DEALER,TRUEDGE
5,1212,124,7.100027167,4.820281566,year2009,month12,WEST_BENGAL,DOM_DEALER,SINGLE_PIECE
6,1420,69,7.258412151,4.234106505,year2009,month12,WEST_BENGAL,DOM_DEALER,REVISION
7,13,1485,2.564949357,7.303170051,year2009,month12,WEST_BENGAL,DOM_DEALER,AUROVUE
8,318,594,5.762051383,6.386879319,year2009,month12,WEST_BENGAL,DOM_DEALER,AUROFLEX_FOLD
9,15,990,2.708050201,6.897704943,year2009,month12,WEST_BENGAL,DOM_DEALER,AUROFLEX_EV
10,18,149,2.890371758,5.003946306,year2009,month12,UTTARANCHAL,DOM_DEALER,TRUEDGE
11,575,124,6.354370041,4.820281566,year2009,month12,UTTARANCHAL,DOM_DEALER,SINGLE_PIECE
12,13,1485,2.564949357,7.303170051,year2009,month12,UTTARANCHAL,DOM_DEALER,AUROVUE
13,49,594,3.891820298,6.386879319,year2009,month12,UTTARANCHAL,DOM_DEALER,AUROFLEX_FOLD
14,20,223,2.995732274,5.407171771,year2009,month12,UTTAR_PRADESH,DOM_MGD_HOSP,CTR
15,725,89,6.586171655,4.48863637,year2009,month12,UTTAR_PRADESH,DOM_MGD_HOSP,THREE_PIECE
16,740,89,6.606650186,4.48863637,year2009,month12,UTTAR_PRADESH,DOM_MGD_HOSP,SINGLE_PIECE
17,320,594,5.768320996,6.386879319,year2009,month12,UTTAR_PRADESH,DOM_MGD_HOSP,AUROFLEX_FOLD
18,100,347,4.605170186,5.84932478,year2009,month12,UTTAR_PRADESH,DOM_LARGE_NPO,CTR
19,3944,114.6,8.279950716,4.741447804,year2009,month12,UTTAR_PRADESH,DOM_LARGE_NPO,SINGLE_PIECE
20,1988,69,7.594884387,4.234106505,year2009,month12,UTTAR_PRADESH,DOM_LARGE_NPO,REVISION
21,32,470,3.465735903,6.152732695,year2009,month12,UTTAR_PRADESH,DOM_LARGE_NPO,NEGATIVE_POWER
22,25,842,3.218875825,6.735780014,year2009,month12,UTTAR_PRADESH,DOM_LARGE_NPO,AUROFLEX_FOLD
23,84,89,4.430816799,4.48863637,year2009,month12,UTTAR_PRADESH,DOM_GOVT_OTHERS,SINGLE_PIECE
24,271,89,5.602118821,4.48863637,year2009,month12,UTTAR_PRADESH,DOM_GOVT_OTHERS,REVISION
25,985,149,6.892641641,5.003946306,year2009,month12,UTTAR_PRADESH,DOM_DEALER,TRUEDGE
26,4,347,1.386294361,5.84932478,year2009,month12,UTTAR_PRADESH,DOM_DEALER,CIONNI_RING
27,33,99,3.496507561,4.59511985,year2009,month12,UTTAR_PRADESH,DOM_DEALER,THREE_PIECE
28,612,124,6.416732283,4.820281566,year2009,month12,UTTAR_PRADESH,DOM_DEALER,SINGLE_PIECE
29,8450,62,9.04192172,4.127134385,year2009,month12,UTTAR_PRADESH,DOM_DEALER,REVISION
30,7,1485,1.945910149,7.303170051,year2009,month12,UTTAR_PRADESH,DOM_DEALER,AUROVUE
31,548,594,6.306275287,6.386879319,year2009,month12,UTTAR_PRADESH,DOM_DEALER,AUROFLEX_FOLD
32,284,990,5.648974238,6.897704943,year2009,month12,UTTAR_PRADESH,DOM_DEALER,AUROFLEX_EV
33,30,248,3.401197382,5.513428746,year2009,month12,TAMIL_NADU,DOM_SUB_DEALER,CTR
34,7,129,1.945910149,4.859812404,year2009,month12,TAMIL_NADU,DOM_PVT_PRAC,THREE_PIECE
35,9,168,2.197224577,5.123963979,year2009,month12,TAMIL_NADU,DOM_PVT_PRAC,SINGLE_PIECE
36,8,834.6,2.079441542,6.726952568,year2009,month12,TAMIL_NADU,DOM_PVT_PRAC,AUROFLEX_FOLD
37,62,162.5,4.127134385,5.090678002,year2009,month12,TAMIL_NADU,DOM_PVT_INS,SINGLE_PIECE
38,4,446,1.386294361,6.100318952,year2009,month12,TAMIL_NADU,DOM_PVT_INS,NEGATIVE_POWER
39,113,574.4,4.727387819,6.353326018,year2009,month12,TAMIL_NADU,DOM_PVT_INS,AUROFLEX_FOLD
40,18,941,2.890371758,6.84694314,year2009,month12,TAMIL_NADU,DOM_OTH,AUROFLEX_FOLD
41,15,198,2.708050201,5.288267031,year2009,month12,TAMIL_NADU,DOM_NGO,TRUEDGE
42,51,142.2,3.931825633,4.957234517,year2009,month12,TAMIL_NADU,DOM_NGO,SINGLE_PIECE
43,1,168,0,5.123963979,year2009,month12,TAMIL_NADU,DOM_LARGE_NPO,SINGLE_PIECE
44,6,792,1.791759469,6.674561392,year2009,month12,TAMIL_NADU,DOM_LARGE_NPO,AUROFLEX_FOLD
45,19,129,2.944438979,4.859812404,year2009,month12,TAMIL_NADU,DOM_EXP_LAICO,THREE_PIECE
46,5,272,1.609437912,5.605802066,year2009,month12,TAMIL_NADU,DOM_DEALER,YELLOW_LENS
47,286,149,5.655991811,5.003946306,year2009,month12,TAMIL_NADU,DOM_DEALER,TRUEDGE
48,25,248,3.218875825,5.513428746,year2009,month12,TAMIL_NADU,DOM_DEALER,CTR
49,81,99,4.394449155,4.59511985,year2009,month12,TAMIL_NADU,DOM_DEALER,THREE_PIECE
50,691,124,6.538139824,4.820281566,year2009,month12,TAMIL_NADU,DOM_DEALER,SINGLE_PIECE
51,12,842,2.48490665,6.735780014,year2009,month12,TAMIL_NADU,DOM_DEALER,MICROFOLD
52,68,1485,4.219507705,7.303170051,year2009,month12,TAMIL_NADU,DOM_DEALER,AUROVUE
53,739,594,6.605297921,6.386879319,year2009,month12,TAMIL_NADU,DOM_DEALER,AUROFLEX_FOLD
54,87,990,4.465908119,6.897704943,year2009,month12,TAMIL_NADU,DOM_DEALER,AUROFLEX_EV
55,169,149,5.129898715,5.003946306,year2009,month12,TAMIL_NADU,DOM_AEH,TRUEDGE
56,104,223,4.644390899,5.407171771,year2009,month12,TAMIL_NADU,DOM_AEH,CTR
57,3744,89,8.227909838,4.48863637,year2009,month12,TAMIL_NADU,DOM_AEH,THREE_PIECE
58,6126,89,8.720297287,4.48863637,year2009,month12,TAMIL_NADU,DOM_AEH,SINGLE_PIECE
59,25,287,3.218875825,5.659482216,year2009,month12,TAMIL_NADU,DOM_AEH,NEGATIVE_POWER
60,80,1386,4.382026635,7.23417718,year2009,month12,TAMIL_NADU,DOM_AEH,AUROVUE
61,193,594,5.262690189,6.386879319,year2009,month12,TAMIL_NADU,DOM_AEH,AUROFLEX_FOLD
62,1405,792,7.247792582,6.674561392,year2009,month12,TAMIL_NADU,DOM_AEH,AUROFLEX_EV
63,20,188,2.995732274,5.236441963,year2009,month12,RAJASTHAN,DOM_LARGE_NPO,SINGLE_PIECE
64,2085,64,7.642524134,4.158883083,year2009,month12,RAJASTHAN,DOM_LARGE_NPO,REVISION
65,20,272,2.995732274,5.605802066,year2009,month12,RAJASTHAN,DOM_DEALER,YELLOW_LENS
66,32,149,3.465735903,5.003946306,year2009,month12,RAJASTHAN,DOM_DEALER,TRUEDGE
67,10,248,2.302585093,5.513428746,year2009,month12,RAJASTHAN,DOM_DEALER,CTR
68,114,124,4.736198448,4.820281566,year2009,month12,RAJASTHAN,DOM_DEALER,SINGLE_PIECE
69,225,594,5.416100402,6.386879319,year2009,month12,RAJASTHAN,DOM_DEALER,AUROFLEX_FOLD
70,54,990,3.988984047,6.897704943,year2009,month12,RAJASTHAN,DOM_DEALER,AUROFLEX_EV
71,200,272,5.298317367,5.605802066,year2009,month12,PUNJAB,DOM_DEALER,YELLOW_LENS
72,111,149,4.709530201,5.003946306,year2009,month12,PUNJAB,DOM_DEALER,TRUEDGE
73,2,248,0.693147181,5.513428746,year2009,month12,PUNJAB,DOM_DEALER,CTR
74,520,124,6.253828812,4.820281566,year2009,month12,PUNJAB,DOM_DEALER,SINGLE_PIECE
75,372,594,5.918893854,6.386879319,year2009,month12,PUNJAB,DOM_DEALER,AUROFLEX_FOLD
76,84,990,4.430816799,6.897704943,year2009,month12,PUNJAB,DOM_DEALER,AUROFLEX_EV
77,30,149,3.401197382,5.003946306,year2009,month12,PONDICHERRY,DOM_AEH,TRUEDGE
78,30,223,3.401197382,5.407171771,year2009,month12,PONDICHERRY,DOM_AEH,CTR
79,378,89,5.934894196,4.48863637,year2009,month12,PONDICHERRY,DOM_AEH,THREE_PIECE
80,1254,89,7.134093721,4.48863637,year2009,month12,PONDICHERRY,DOM_AEH,SINGLE_PIECE
81,150,792,5.010635294,6.674561392,year2009,month12,PONDICHERRY,DOM_AEH,AUROFLEX_EV
82,42,272,3.737669618,5.605802066,year2009,month12,ORISSA,DOM_DEALER,YELLOW_LENS
83,51,149,3.931825633,5.003946306,year2009,month12,ORISSA,DOM_DEALER,TRUEDGE
84,358,124,5.880532986,4.820281566,year2009,month12,ORISSA,DOM_DEALER,SINGLE_PIECE
85,225,99,5.416100402,4.59511985,year2009,month12,ORISSA,DOM_DEALER,REVISION
86,70,1485,4.248495242,7.303170051,year2009,month12,ORISSA,DOM_DEALER,AUROVUE
87,21,594,3.044522438,6.386879319,year2009,month12,ORISSA,DOM_DEALER,AUROFLEX_FOLD
88,5,990,1.609437912,6.897704943,year2009,month12,ORISSA,DOM_DEALER,AUROFLEX_EV
89,288,109,5.66296048,4.691347882,year2009,month12,MAHARASHTRA,DOM_LARGE_NPO,SINGLE_PIECE
90,80,272,4.382026635,5.605802066,year2009,month12,MAHARASHTRA,DOM_DEALER,YELLOW_LENS
91,1492,149,7.307872781,5.003946306,year2009,month12,MAHARASHTRA,DOM_DEALER,TRUEDGE
92,74,248,4.304065093,5.513428746,year2009,month12,MAHARASHTRA,DOM_DEALER,CTR
93,115,99,4.744932128,4.59511985,year2009,month12,MAHARASHTRA,DOM_DEALER,THREE_PIECE
94,5957,124,8.692322278,4.820281566,year2009,month12,MAHARASHTRA,DOM_DEALER,SINGLE_PIECE
95,2710,72.6,7.904703914,4.284964922,year2009,month12,MAHARASHTRA,DOM_DEALER,REVISION
96,11,391,2.397895273,5.96870756,year2009,month12,MAHARASHTRA,DOM_DEALER,NEGATIVE_POWER
97,142,1485,4.955827058,7.303170051,year2009,month12,MAHARASHTRA,DOM_DEALER,AUROVUE
98,2384,594,7.776535028,6.386879319,year2009,month12,MAHARASHTRA,DOM_DEALER,AUROFLEX_FOLD
99,196,990,5.278114659,6.897704943,year2009,month12,MAHARASHTRA,DOM_DEALER,AUROFLEX_EV
100,12,297,2.48490665,5.693732139,year2009,month12,MADHYA_PRADESH,DOM_OTH,YELLOW_LENS
101,830,69,6.721425701,4.234106505,year2009,month12,MADHYA_PRADESH,DOM_LARGE_NPO,SINGLE_PIECE
102,1065,69,6.970730078,4.234106505,year2009,month12,MADHYA_PRADESH,DOM_LARGE_NPO,REVISION
103,187,149,5.231108617,5.003946306,year2009,month12,MADHYA_PRADESH,DOM_DEALER,TRUEDGE
104,63,124,4.143134726,4.820281566,year2009,month12,MADHYA_PRADESH,DOM_DEALER,SINGLE_PIECE
105,2,391,0.693147181,5.96870756,year2009,month12,MADHYA_PRADESH,DOM_DEALER,NEGATIVE_POWER
106,393,594,5.973809612,6.386879319,year2009,month12,MADHYA_PRADESH,DOM_DEALER,AUROFLEX_FOLD
107,55,842,4.007333185,6.735780014,year2009,month12,KERALA,DOM_PVT_PRAC,AUROFLEX_FOLD
108,4,396,1.386294361,5.981414211,year2009,month12,KERALA,DOM_PVT_INS,CTR
109,5,99,1.609437912,4.59511985,year2009,month12,KERALA,DOM_PVT_INS,THREE_PIECE
110,12,155.5,2.48490665,5.046645732,year2009,month12,KERALA,DOM_PVT_INS,SINGLE_PIECE
111,278,545,5.627621114,6.300785795,year2009,month12,KERALA,DOM_PVT_INS,AUROFLEX_FOLD
112,10,168,2.302585093,5.123963979,year2009,month12,KERALA,DOM_NGO,SINGLE_PIECE
113,10,89,2.302585093,4.48863637,year2009,month12,KERALA,DOM_NGO,REVISION
114,178,198,5.18178355,5.288267031,year2009,month12,KERALA,DOM_LARGE_NPO,TRUEDGE
115,96,129,4.564348191,4.859812404,year2009,month12,KERALA,DOM_LARGE_NPO,SINGLE_PIECE
116,100,74,4.605170186,4.304065093,year2009,month12,KERALA,DOM_LARGE_NPO,REVISION
117,125,149,4.828313737,5.003946306,year2009,month12,KERALA,DOM_DEALER,TRUEDGE
118,3,248,1.098612289,5.513428746,year2009,month12,KERALA,DOM_DEALER,CTR
119,12,99,2.48490665,4.59511985,year2009,month12,KERALA,DOM_DEALER,THREE_PIECE
120,327,124,5.789960171,4.820281566,year2009,month12,KERALA,DOM_DEALER,SINGLE_PIECE
121,15,64,2.708050201,4.158883083,year2009,month12,KERALA,DOM_DEALER,REVISION
122,47,1485,3.850147602,7.303170051,year2009,month12,KERALA,DOM_DEALER,AUROVUE
123,349,594,5.855071922,6.386879319,year2009,month12,KERALA,DOM_DEALER,AUROFLEX_FOLD
124,13,990,2.564949357,6.897704943,year2009,month12,KERALA,DOM_DEALER,AUROFLEX_EV
125,600,74,6.396929655,4.304065093,year2009,month12,KARNATAKA,DOM_NGO,REVISION
126,448,149,6.104793232,5.003946306,year2009,month12,KARNATAKA,DOM_DEALER,TRUEDGE
127,70,248,4.248495242,5.513428746,year2009,month12,KARNATAKA,DOM_DEALER,CTR
128,278,99,5.627621114,4.59511985,year2009,month12,KARNATAKA,DOM_DEALER,THREE_PIECE
129,1676,124,7.424165281,4.820281566,year2009,month12,KARNATAKA,DOM_DEALER,SINGLE_PIECE
130,16,391,2.772588722,5.96870756,year2009,month12,KARNATAKA,DOM_DEALER,NEGATIVE_POWER
131,31,1485,3.433987204,7.303170051,year2009,month12,KARNATAKA,DOM_DEALER,AUROVUE
132,1628,594,7.395107547,6.386879319,year2009,month12,KARNATAKA,DOM_DEALER,AUROFLEX_FOLD
133,110,990,4.700480366,6.897704943,year2009,month12,KARNATAKA,DOM_DEALER,AUROFLEX_EV
134,40,155.5,3.688879454,5.046645732,year2009,month12,JHARKHAND,DOM_PVT_PRAC,SINGLE_PIECE
135,20,79,2.995732274,4.369447852,year2009,month12,JHARKHAND,DOM_PVT_PRAC,REVISION
136,63,168,4.143134726,5.123963979,year2009,month12,JHARKHAND,DOM_NGO,SINGLE_PIECE
137,111,144,4.709530201,4.9698133,year2009,month12,JHARKHAND,DOM_LARGE_NPO,SINGLE_PIECE
138,230,74,5.438079309,4.304065093,year2009,month12,HARYANA,DOM_GOVT_OTHERS,REVISION
139,18,272,2.890371758,5.605802066,year2009,month12,HARYANA,DOM_DEALER,YELLOW_LENS
140,578,124,6.359573869,4.820281566,year2009,month12,HARYANA,DOM_DEALER,SINGLE_PIECE
141,1125,69,7.025538315,4.234106505,year2009,month12,HARYANA,DOM_DEALER,REVISION
142,206,594,5.327876169,6.386879319,year2009,month12,HARYANA,DOM_DEALER,AUROFLEX_FOLD
143,6,149,1.791759469,5.003946306,year2009,month12,GUJARAT,DOM_MGD_HOSP,TRUEDGE
144,8,89,2.079441542,4.48863637,year2009,month12,GUJARAT,DOM_MGD_HOSP,THREE_PIECE
145,305,89,5.720311777,4.48863637,year2009,month12,GUJARAT,DOM_MGD_HOSP,SINGLE_PIECE
146,2,287,0.693147181,5.659482216,year2009,month12,GUJARAT,DOM_MGD_HOSP,NEGATIVE_POWER
147,44,594,3.784189634,6.386879319,year2009,month12,GUJARAT,DOM_MGD_HOSP,AUROFLEX_FOLD
148,10,792,2.302585093,6.674561392,year2009,month12,GUJARAT,DOM_MGD_HOSP,AUROFLEX_EV
149,95,272,4.553876892,5.605802066,year2009,month12,GUJARAT,DOM_DEALER,YELLOW_LENS
150,821,149,6.710523109,5.003946306,year2009,month12,GUJARAT,DOM_DEALER,TRUEDGE
151,1,990,0,6.897704943,year2009,month12,GUJARAT,DOM_DEALER,EYE_BALL
152,432,124,6.068425588,4.820281566,year2009,month12,GUJARAT,DOM_DEALER,SINGLE_PIECE
153,2592,70.1,7.860185057,4.249922794,year2009,month12,GUJARAT,DOM_DEALER,REVISION
154,172,1485,5.147494477,7.303170051,year2009,month12,GUJARAT,DOM_DEALER,AUROVUE
155,1894,594,7.546446274,6.386879319,year2009,month12,GUJARAT,DOM_DEALER,AUROFLEX_FOLD
156,120,990,4.787491743,6.897704943,year2009,month12,GUJARAT,DOM_DEALER,AUROFLEX_EV
157,150,149,5.010635294,5.003946306,year2009,month12,DELHI,DOM_DEALER,TRUEDGE
158,20,248,2.995732274,5.513428746,year2009,month12,DELHI,DOM_DEALER,CTR
159,1438,124,7.271008538,4.820281566,year2009,month12,DELHI,DOM_DEALER,SINGLE_PIECE
160,22,842,3.091042453,6.735780014,year2009,month12,DELHI,DOM_DEALER,MICROFOLD
161,36,1485,3.583518938,7.303170051,year2009,month12,DELHI,DOM_DEALER,AUROVUE
162,800,594,6.684611728,6.386879319,year2009,month12,DELHI,DOM_DEALER,AUROFLEX_FOLD
163,100,990,4.605170186,6.897704943,year2009,month12,DELHI,DOM_DEALER,AUROFLEX_EV
164,41,198,3.713572067,5.288267031,year2009,month12,CHATTISGARH,DOM_PVT_PRAC,TRUEDGE
165,2,347,0.693147181,5.84932478,year2009,month12,CHATTISGARH,DOM_PVT_PRAC,CTR
166,10,1881,2.302585093,7.539558829,year2009,month12,CHATTISGARH,DOM_PVT_PRAC,AUROVUE
167,10,1485,2.302585093,7.303170051,year2009,month12,CHATTISGARH,DOM_PVT_PRAC,AUROFLEX_EV
168,35,272,3.555348061,5.605802066,year2009,month12,CHANDIGARH,DOM_DEALER,YELLOW_LENS
169,81,149,4.394449155,5.003946306,year2009,month12,CHANDIGARH,DOM_DEALER,TRUEDGE
170,1,990,0,6.897704943,year2009,month12,CHANDIGARH,DOM_DEALER,EYE_BALL
171,557,124,6.32256524,4.820281566,year2009,month12,CHANDIGARH,DOM_DEALER,SINGLE_PIECE
172,287,74,5.659482216,4.304065093,year2009,month12,CHANDIGARH,DOM_DEALER,REVISION
173,22,842,3.091042453,6.735780014,year2009,month12,CHANDIGARH,DOM_DEALER,MICROFOLD
174,30,1485,3.401197382,7.303170051,year2009,month12,CHANDIGARH,DOM_DEALER,AUROVUE
175,97,594,4.574710979,6.386879319,year2009,month12,CHANDIGARH,DOM_DEALER,AUROFLEX_FOLD
176,11,990,2.397895273,6.897704943,year2009,month12,CHANDIGARH,DOM_DEALER,AUROFLEX_EV
177,100,124,4.605170186,4.820281566,year2009,month12,BIHAR,DOM_SUB_DEALER,SINGLE_PIECE
178,57,198,4.043051268,5.288267031,year2009,month12,BIHAR,DOM_PVT_PRAC,TRUEDGE
179,54,183,3.988984047,5.209486153,year2009,month12,BIHAR,DOM_PVT_PRAC,SINGLE_PIECE
180,113,69,4.727387819,4.234106505,year2009,month12,BIHAR,DOM_PVT_PRAC,REVISION
181,82,347,4.406719247,5.84932478,year2009,month12,BIHAR,DOM_LARGE_NPO,YELLOW_LENS
182,50,79,3.912023005,4.369447852,year2009,month12,BIHAR,DOM_LARGE_NPO,SINGLE_PIECE
183,240,79,5.480638923,4.369447852,year2009,month12,BIHAR,DOM_LARGE_NPO,REVISION
184,40,223,3.688879454,5.407171771,year2009,month12,ASSAM,DOM_NGO,TRUEDGE
185,226,168,5.420534999,5.123963979,year2009,month12,ASSAM,DOM_LARGE_NPO,SINGLE_PIECE
186,322,743,5.774551546,6.610696045,year2009,month12,ASSAM,DOM_LARGE_NPO,AUROFLEX_FOLD
187,5,149,1.609437912,5.003946306,year2009,month12,ASSAM,DOM_DEALER,TRUEDGE
188,159,99,5.068904202,4.59511985,year2009,month12,ASSAM,DOM_DEALER,THREE_PIECE
189,162,124,5.087596335,4.820281566,year2009,month12,ASSAM,DOM_DEALER,SINGLE_PIECE
190,10,594,2.302585093,6.386879319,year2009,month12,ASSAM,DOM_DEALER,AUROFLEX_FOLD
191,600,594,6.396929655,6.386879319,year2009,month12,ANDHRA_PRADESH,DOM_LARGE_GOVT,AUROFLEX_FOLD
192,107,149,4.672828834,5.003946306,year2009,month12,ANDHRA_PRADESH,DOM_DEALER,TRUEDGE
193,20,149,2.995732274,5.003946306,year2009,month12,ANDHRA_PRADESH,DOM_DEALER,OTHERS0
194,2137,119.2,7.667158255,4.780802755,year2009,month12,ANDHRA_PRADESH,DOM_DEALER,SINGLE_PIECE
195,1965,69,7.583247524,4.234106505,year2009,month12,ANDHRA_PRADESH,DOM_DEALER,REVISION
196,16,391,2.772588722,5.96870756,year2009,month12,ANDHRA_PRADESH,DOM_DEALER,NEGATIVE_POWER
197,71,1485,4.262679877,7.303170051,year2009,month12,ANDHRA_PRADESH,DOM_DEALER,AUROVUE
198,126,594,4.836281907,6.386879319,year2009,month12,ANDHRA_PRADESH,DOM_DEALER,AUROFLEX_FOLD
199,5,990,1.609437912,6.897704943,year2009,month12,ANDHRA_PRADESH,DOM_DEALER,AUROFLEX_EV
200,979,121.8,6.886531643,4.802380355,year2009,month11,WEST_BENGAL,DOM_PVT_PRAC,SINGLE_PIECE
201,575,74,6.354370041,4.304065093,year2009,month11,WEST_BENGAL,DOM_PVT_PRAC,REVISION
202,90,89,4.49980967,4.48863637,year2009,month11,WEST_BENGAL,DOM_MGD_HOSP,THREE_PIECE
203,925,89,6.829793738,4.48863637,year2009,month11,WEST_BENGAL,DOM_MGD_HOSP,SINGLE_PIECE
204,100,594,4.605170186,6.386879319,year2009,month11,WEST_BENGAL,DOM_MGD_HOSP,AUROFLEX_FOLD
205,350,144,5.857933154,4.9698133,year2009,month11,WEST_BENGAL,DOM_LARGE_NPO,SINGLE_PIECE
206,185,149,5.220355825,5.003946306,year2009,month11,WEST_BENGAL,DOM_DEALER,TRUEDGE
207,10,248,2.302585093,5.513428746,year2009,month11,WEST_BENGAL,DOM_DEALER,CTR
208,288,99,5.66296048,4.59511985,year2009,month11,WEST_BENGAL,DOM_DEALER,THREE_PIECE
209,1880,124,7.539027056,4.820281566,year2009,month11,WEST_BENGAL,DOM_DEALER,SINGLE_PIECE
210,1661,69,7.41517511,4.234106505,year2009,month11,WEST_BENGAL,DOM_DEALER,REVISION
211,56,1485,4.025351691,7.303170051,year2009,month11,WEST_BENGAL,DOM_DEALER,AUROVUE
212,347,594,5.84932478,6.386879319,year2009,month11,WEST_BENGAL,DOM_DEALER,AUROFLEX_FOLD
213,49,990,3.891820298,6.897704943,year2009,month11,WEST_BENGAL,DOM_DEALER,AUROFLEX_EV
214,32,149,3.465735903,5.003946306,year2009,month11,UTTARANCHAL,DOM_DEALER,TRUEDGE
215,100,99,4.605170186,4.59511985,year2009,month11,UTTARANCHAL,DOM_DEALER,THREE_PIECE
216,78,124,4.356708827,4.820281566,year2009,month11,UTTARANCHAL,DOM_DEALER,SINGLE_PIECE
217,2,1485,0.693147181,7.303170051,year2009,month11,UTTARANCHAL,DOM_DEALER,AUROVUE
218,219,594,5.38907173,6.386879319,year2009,month11,UTTARANCHAL,DOM_DEALER,AUROFLEX_FOLD
219,75,941,4.317488114,6.84694314,year2009,month11,UTTAR_PRADESH,DOM_PVT_PRAC,AUROFLEX_FOLD
220,269,89,5.59471138,4.48863637,year2009,month11,UTTAR_PRADESH,DOM_MGD_HOSP,THREE_PIECE
221,261,89,5.564520407,4.48863637,year2009,month11,UTTAR_PRADESH,DOM_MGD_HOSP,SINGLE_PIECE
222,252,594,5.529429088,6.386879319,year2009,month11,UTTAR_PRADESH,DOM_MGD_HOSP,AUROFLEX_FOLD
223,25,792,3.218875825,6.674561392,year2009,month11,UTTAR_PRADESH,DOM_MGD_HOSP,AUROFLEX_EV
224,200,173,5.298317367,5.153291594,year2009,month11,UTTAR_PRADESH,DOM_LARGE_NPO,TRUEDGE
225,5,421,1.609437912,6.042632834,year2009,month11,UTTAR_PRADESH,DOM_LARGE_NPO,JONES_TUBE
226,276,84.3,5.620400866,4.434381865,year2009,month11,UTTAR_PRADESH,DOM_LARGE_NPO,SINGLE_PIECE
227,109,89,4.691347882,4.48863637,year2009,month11,UTTAR_PRADESH,DOM_GOVT_OTHERS,SINGLE_PIECE
228,36,89,3.583518938,4.48863637,year2009,month11,UTTAR_PRADESH,DOM_GOVT_OTHERS,REVISION
229,150,272,5.010635294,5.605802066,year2009,month11,UTTAR_PRADESH,DOM_DEALER,YELLOW_LENS
230,981,149,6.88857246,5.003946306,year2009,month11,UTTAR_PRADESH,DOM_DEALER,TRUEDGE
231,2,322,0.693147181,5.774551546,year2009,month11,UTTAR_PRADESH,DOM_DEALER,JONES_TUBE
232,10,248,2.302585093,5.513428746,year2009,month11,UTTAR_PRADESH,DOM_DEALER,CTR
233,2,347,0.693147181,5.84932478,year2009,month11,UTTAR_PRADESH,DOM_DEALER,CIONNI_RING
234,33,99,3.496507561,4.59511985,year2009,month11,UTTAR_PRADESH,DOM_DEALER,THREE_PIECE
235,3750,84.7,8.229511119,4.439115602,year2009,month11,UTTAR_PRADESH,DOM_DEALER,SINGLE_PIECE
236,2038,62,7.619724214,4.127134385,year2009,month11,UTTAR_PRADESH,DOM_DEALER,REVISION
237,59,1485,4.077537444,7.303170051,year2009,month11,UTTAR_PRADESH,DOM_DEALER,AUROVUE
238,443,594,6.09356977,6.386879319,year2009,month11,UTTAR_PRADESH,DOM_DEALER,AUROFLEX_FOLD
239,75,990,4.317488114,6.897704943,year2009,month11,UTTAR_PRADESH,DOM_DEALER,AUROFLEX_EV
240,4,129,1.386294361,4.859812404,year2009,month11,TAMIL_NADU,DOM_PVT_PRAC,THREE_PIECE
241,10,396,2.302585093,5.981414211,year2009,month11,TAMIL_NADU,DOM_PVT_INS,CTR
242,10,179.3,2.302585093,5.189060381,year2009,month11,TAMIL_NADU,DOM_PVT_INS,SINGLE_PIECE
243,4,387.5,1.386294361,5.959715849,year2009,month11,TAMIL_NADU,DOM_PVT_INS,NEGATIVE_POWER
244,120,545,4.787491743,6.300785795,year2009,month11,TAMIL_NADU,DOM_PVT_INS,AUROFLEX_FOLD
245,6,347,1.791759469,5.84932478,year2009,month11,TAMIL_NADU,DOM_LARGE_NPO,YELLOW_LENS
246,16,820.6,2.772588722,6.71003578,year2009,month11,TAMIL_NADU,DOM_LARGE_NPO,AUROFLEX_FOLD
247,1,272,0,5.605802066,year2009,month11,TAMIL_NADU,DOM_EXP_LAICO,TRUEDGE
248,1,129,0,4.859812404,year2009,month11,TAMIL_NADU,DOM_EXP_LAICO,THREE_PIECE
249,164,188,5.099866428,5.236441963,year2009,month11,TAMIL_NADU,DOM_EXP_LAICO,SINGLE_PIECE
250,1,1881,0,7.539558829,year2009,month11,TAMIL_NADU,DOM_EXP_LAICO,AUROVUE
251,24,272,3.17805383,5.605802066,year2009,month11,TAMIL_NADU,DOM_DEALER,YELLOW_LENS
252,455,149,6.120297419,5.003946306,year2009,month11,TAMIL_NADU,DOM_DEALER,TRUEDGE
253,18,149,2.890371758,5.003946306,year2009,month11,TAMIL_NADU,DOM_DEALER,O_C200_DI100_2_8_MM
254,50,248,3.912023005,5.513428746,year2009,month11,TAMIL_NADU,DOM_DEALER,CTR
255,43,99,3.761200116,4.59511985,year2009,month11,TAMIL_NADU,DOM_DEALER,THREE_PIECE
256,1168,124,7.063048163,4.820281566,year2009,month11,TAMIL_NADU,DOM_DEALER,SINGLE_PIECE
257,2,391,0.693147181,5.96870756,year2009,month11,TAMIL_NADU,DOM_DEALER,NEGATIVE_POWER
258,6,842,1.791759469,6.735780014,year2009,month11,TAMIL_NADU,DOM_DEALER,MICROFOLD
